,c_TotalGFA_mean,distanceCenter,angleCenter,BuildingAge,NumberofFloors,NumberofBuildings_mean,ENERGYSTARScore_mean,c_PropertyType_<K-12 School>,c_PropertyType_<Retail Store>,c_PropertyType_<Small- and Mid-Sized Office>,c_PropertyType_<Entertainment/Public Assembly>,c_PropertyType_<Large Office>,c_PropertyType_<Warehouse>,c_PropertyType_<Medical Office>,c_PropertyType_<Other>,c_PropertyType_<Mixed Use Property>,c_PropertyType_<Worship Facility>,c_PropertyType_<Restaurant>,c_PropertyType_<Hospital>,c_PropertyType_<Hotel>,c_PropertyType_<University>,c_PropertyType_<Self-Storage Facility>,c_PropertyType_<Office>,c_PropertyType_<Senior Care Community>,c_PropertyType_<Distribution Center>,c_PropertyType_<Parking>,c_PropertyType_<Data Center>,c_PropertyType_<Laboratory>,c_PropertyType_<Supermarket/Grocery Store>,c_PropertyType_<Refrigerated Warehouse>,c_PropertyType_<Manufacturing/Industrial Plant>,c_MainEnergy_<NaturalGas(kBtu)>,c_MainEnergy_<Electricity(kBtu)>,c_MainEnergy_<SteamUse(kBtu)>,GHGEmissions_mean,SiteEnergyUse_comp_mean
5509,32351.0,9.944304891973092,106.70065562634963,87,2.0,1.0,56.55405774224343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.99206390851082,15.33851132850421
5510,51000.0,9.991674110991514,107.81409761231069,63,1.0,1.0,94.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6588599569114386,14.095717763073285
5522,27000.0,2.3244449839430263,259.3033994894263,100,1.0,1.0,69.81141042410485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5306282510621705,12.404556633707873
5523,20747.0,1.9584181982902098,257.44014130452695,81,2.0,1.0,79.51687403837961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8641988835921413,13.849811496541054
5524,40800.0,1.8317050219170872,256.69853710888844,88,2.0,1.0,57.07865963052397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.246880021277798,13.568256802551936
5525,20150.0,1.1939972306289595,248.35910745260634,96,2.0,1.0,80.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3875435805203225,13.260246163967292
5526,31500.0,1.0553906475404435,246.00318713159993,107,7.0,1.0,43.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4136791404996325,14.287395541352941
5527,41276.0,1.6811904417955505,250.48765363857004,78,2.0,1.0,49.124623313328264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.434144588935989,14.640679805189157
5528,24357.0,1.7866085139011205,249.71649562333886,79,2.0,0.5,65.66743149336364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.192942442841696,14.050873151786776
5529,24717.0,1.982404286502589,254.51459562018584,106,3.0,1.0,72.90924339946436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.120263536200091,9.739762013024245
5530,22580.0,2.0950531804832417,255.02039478981158,89,1.0,1.0,90.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.325813219113253,13.752355612577528
5532,20000.0,1.5314814758510633,-13.182636748216515,90,1.0,1.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.3621099929541085,13.383234989959483
5533,42000.0,1.6458311930281113,-10.987286041632727,62,1.0,1.0,52.0189374318403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.394757749027611,14.534548413638797
5536,61999.0,2.650487766516677,33.04805204517879,28,4.0,1.0,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.9394256817394595,15.202309541740732
5539,24248.0,1.7093501030391494,28.262133317823267,54,1.0,1.0,81.01916811410264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.24207156119972859,11.61172953402881
5542,244500.0,10.777453160881931,86.27318104745605,7,6.0,1.0,99.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.712725697886624,16.249502745107687
5545,22757.5,5.537215688099257,259.6109724270722,84,1.0,1.0,98.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3495574761698683,11.518445203147953
5546,127065.0,5.271345189328361,268.12632071159203,7,3.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.126321843257593,15.000050817505048
5547,37247.0,5.264222884812982,269.57641035311275,52,1.0,1.0,71.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.029806041084529,14.344285327684767
5552,23468.0,11.020111218124434,117.78573581970998,23,1.0,1.0,13.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.132362629409622,14.82911709339778
5554,42450.0,2.3368107393867583,256.57277072329083,106,3.0,0.5,93.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.444084655267745,14.317796824984793
5556,20970.0,2.520579490910807,257.61978500562833,106,2.0,1.0,83.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8492419046414175,12.448016361057993
5557,41247.0,3.31477787281015,257.5633361012576,79,2.0,1.0,75.0040744608315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.621537005643631,14.20954457944136
5558,33874.0,3.355466681999514,260.59729714485053,93,1.0,1.0,94.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5828648356790644,13.551834683712611
5562,53547.0,8.16643086767062,-51.94622613105523,50,1.0,1.0,90.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.8998973535824915,16.259003024033714
5565,31375.0,8.951516803751156,235.30750225417447,54,3.0,1.0,95.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.9627161197436642,14.034889030255606
5567,22000.0,8.462398425726137,152.67131520059073,51,1.0,1.0,34.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8606244423421456,13.817607857094096
5568,71874.0,11.258921540078159,105.11928287314554,26,2.0,1.0,79.45829184910241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.7202569898061917,13.971424824614834
5571,30100.0,3.1751191753406824,-8.095198956088264,45,2.0,1.0,92.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.331311254197989,14.241188666670315
5573,94370.0,3.0680936339053324,-9.030813749803581,15,4.0,1.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.680973149403592,15.314418840079435
5574,21200.0,3.1752825296931744,-10.02506556689206,18,2.0,1.0,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.474014208621577,14.347694069569771
5575,30771.0,3.182506615470674,-12.615444406497225,36,1.0,1.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.983226764434478,15.65337770782883
5576,23421.0,3.182506615470674,-12.615444406497225,36,2.0,1.0,23.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6000937262635624,14.473738859201376
5579,117116.0,9.722068969409264,125.43369393139864,85,3.0,1.0,83.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.435815879733671,15.464184760353413
5580,24120.0,9.84228975076769,126.42752247008048,88,2.0,1.0,73.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.3842207574550387,13.619445794448852
5581,35736.0,10.029938277538195,127.7316401829965,87,3.0,1.0,89.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8868077562870824,13.918560255737848
5584,49500.0,3.642401879103007,258.34051700977733,75,1.0,1.0,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1637858585502405,14.010567343060094
5585,21900.0,3.888514631409331,261.89561710660337,62,2.0,1.0,39.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5696735316340567,14.003527117402403
5592,34733.0,7.173016864282341,-84.13660080372057,54,3.0,1.0,27.109699894937577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.437368577966983,15.311140486246028
5593,35640.0,1.6055792781237028,-25.432807787590892,25,2.0,1.0,18.227766067698738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.707193317778283,15.919152639967267
5594,23425.0,1.4196794176814607,-34.988343786476854,86,1.0,1.0,77.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6936131533044407,12.9229009516902
5610,46100.0,0.632783168113042,28.31234816616851,93,4.0,1.0,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.4627421928558135,14.65533564247454
5618,21936.0,11.892358590799148,103.60629541018622,65,2.0,1.0,96.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.3542804618744038,13.310089470015475
5620,25406.0,12.93062930770552,72.88625879100334,56,1.0,1.0,44.65174962658301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.696847623763113,14.67408954646934
5629,22014.0,6.981591849717456,-45.484599839771185,49,2.0,1.0,53.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8725711119644686,13.746696777582411
5632,30000.0,5.051653439409476,267.9312296951713,56,1.0,1.0,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.840400398437448,14.886195311484236
5633,41939.0,4.513580245227094,-78.96439864620447,54,1.0,1.0,50.70859505316454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.99535261301515,14.449065630357062
5651,50515.5,8.265029768285041,205.81765688764926,54,1.0,1.0,84.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.086060342634403,14.466727578131579
5666,31680.0,11.808376038052048,79.65500350941856,21,2.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.094094530966891,14.691611178970977
5668,23022.0,11.962549516794097,74.40048455874566,36,4.0,1.0,79.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6741486494265287,13.823108619449334
5670,27200.0,4.819394472230803,-88.71760113407778,49,1.0,1.0,48.44227311153189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.8428724269096555,14.71658795162699
5671,33000.0,4.658102745046733,-88.72791195741588,54,1.0,1.0,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.765160922297032,14.875543647664868
5678,73769.0,2.5003891653654158,59.419476883529896,91,2.0,1.0,93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.50225113198025,14.705425075786147
5682,26440.0,2.294664392805454,61.6384288144011,110,1.0,1.0,90.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.2906381910950917,13.47001785902811
5695,45370.0,10.322676949917902,59.476250992747126,55,1.0,1.0,83.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2039652121324464,14.177910880597967
5697,28800.0,2.545384730547622,-32.060568401527824,60,2.0,1.0,72.60620809538243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.386422096080001,13.952850439080969
5699,29800.0,5.084115134218909,16.321156415793475,7,2.0,2.5,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3380800723466773,13.954707993209173
5719,26519.0,2.6725713480336686,94.55795282831863,38,2.0,1.0,92.04385586838647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.577490616881349,15.128444667317867
5720,58434.0,2.561100490545597,100.0516429977156,28,2.0,1.0,48.853455317808255,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2038302252503135,16.50175104692239
5721,26300.0,2.606717791849205,114.28112507920895,95,2.0,1.0,64.53460858687242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.693364196724008,15.026595213022022
5722,34072.0,3.7595355630182117,107.31004926168065,54,2.0,0.5,85.68790967490665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.4208889189362175,15.690319671037065
5723,21915.0,3.630312974155512,107.83613352278468,67,3.0,1.0,78.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7535382564078572,13.626886180058172
5724,30435.0,3.5602726693074858,106.5677802344488,51,4.0,1.0,32.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.6155164780422355,15.063044306460995
5729,90383.0,8.422750715684256,68.56631900722103,67,3.0,1.0,90.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.302284487109148,15.590174392682883
5732,21850.0,4.699685587296751,8.32430899464265,116,1.0,1.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.558776498354456,12.66667913463454
5738,300774.5,0.9151156077721495,183.9784765599998,33,13.0,1.0,83.58629803116447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.219066431358547,16.09274050894379
5742,28309.0,5.1478456714787315,116.94750442795662,98,2.0,1.0,78.98666109042394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.50715725872282,12.970930999644066
5743,45500.0,0.7149569279691307,213.2031812835993,102,4.0,1.0,78.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.726369601389936,14.795121135098368
5744,31667.0,0.6914286248607452,220.04860331284618,116,5.0,1.0,61.44089238419832,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.645110401328336,14.518999576886737
5746,30703.0,0.6616765364712018,216.87760050323968,116,4.0,1.0,72.50682583895568,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8667117827181428,14.273597527523798
5749,31836.0,0.7549100549352475,225.3640241144254,116,4.0,1.0,72.6055571995759,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8806019663003597,14.054093899894923
5750,25450.0,0.6850403579882449,229.87887424704317,116,3.0,1.0,98.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2499017362143359,13.123683505651469
5752,28897.0,4.443543077859191,108.03187596607059,48,2.0,1.0,20.205239567656093,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8790865051818813,15.09994258321006
5753,23050.0,5.006351696381769,107.79548031278094,78,1.0,1.0,24.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.205970806988609,13.080374035132067
5754,48350.0,4.8728312674409375,104.59150132825019,8,4.0,1.0,45.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.093085818809901,14.966678136035803
5755,46000.0,6.327959254682693,79.24471339045908,86,1.0,1.0,79.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0032042883926917,14.308855277148858
5772,23595.0,7.8162170945441,80.40220200267387,46,2.0,1.0,74.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8578592709325787,13.596370233036106
5778,28142.0,0.7396373673578656,238.65659154506017,116,3.0,1.0,94.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5658640032173894,13.721049644021587
5779,24334.0,0.7239117750704495,237.99928120458094,116,3.0,1.0,65.84487218119939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.824827668017469,14.789953929411027
5780,38686.0,0.6950620536613267,237.48451827232714,114,4.0,1.0,99.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5668705876394307,13.507366560927611
5782,59434.0,1.77372980651904,38.174576167437536,90,2.0,1.0,36.62887829398883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.277013280970592,15.271390448248189
5783,30720.0,1.754831537794775,37.1429158830651,99,3.0,1.0,72.55101201837834,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2627013044082305,14.045222490156515
5784,21412.0,1.7324425110690225,36.27855046893532,100,2.0,1.0,77.75009682750147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9726710653102627,12.845258501990317
5785,31458.0,1.5502606734224846,41.01272738268793,104,2.0,1.0,69.98561940814307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.260199376497608,14.134400557540248
5786,17061.0,1.6850976119532444,41.3858103094043,110,3.0,1.0,67.86521517396703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8157080758087196,13.743668094529689
5788,22866.0,1.6205432065427803,39.59617124025917,103,3.0,1.0,69.69022561739884,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.013326581954942,13.94528452529947
5789,32919.0,1.5397233443379599,43.885186314279274,96,1.0,1.0,78.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8715852808111086,14.042444915086424
5794,27022.0,5.922704573261607,78.68563735839663,54,2.0,1.0,8.435352967341103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5689691574413787,15.442651935209517
5797,28800.0,1.0510667782483867,-51.53330690095071,108,3.0,1.0,49.650012255817046,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.295036991997894,15.393698847524925
5799,28800.0,1.0623084062563775,-57.87700956308915,103,3.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4270275583631733,13.74377714891812
5800,33354.0,1.1473599945151098,-56.66722754544253,37,3.0,1.0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.180342875151417,15.054018403269165
5807,95117.0,0.9398481800155334,73.85720340037668,47,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.236415366731595,15.801797962658165
5809,24600.0,1.0833701844687205,70.76351678507625,106,2.0,1.0,69.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8381658420422107,12.737008202310282
5811,36750.0,0.4104033020864242,1.2264702470338544,116,1.0,1.0,65.48992199374163,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.1198498526304625,13.8392994086263
5822,109726.0,6.615917680343492,196.99532570421297,55,3.0,0.5,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.658509755542074,14.53215280507419
5829,25000.0,5.780105218085478,266.6141865254166,52,1.0,1.0,44.26236594655667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.155909917880256,14.480699524657409
5831,23000.0,5.565130186734512,264.657460856298,89,1.0,1.0,26.060970859784774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.1813816204406202,13.48980257829424
5832,26109.0,1.2082886124928305,72.59722077325752,99,3.0,1.0,90.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.784393767689544,13.850091195675498
5846,38597.0,1.9326797877096584,157.8649739092788,27,7.0,1.0,69.40359827265499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.387844936944869,14.261597320525963
5852,22960.0,3.750107615506056,111.49918308604363,55,3.0,1.0,76.27328986988718,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.4796069630127455,14.583050437996414
5854,44739.0,2.467593460494166,44.01227107252961,18,1.0,1.0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.967632813854636,16.494155738000007
5858,37837.0,9.145809011879981,50.09944055280941,68,1.0,1.0,76.18072776181086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.764009855301481,14.694284244618439
5859,21252.0,10.965450343747161,125.6744477496926,60,2.0,1.0,24.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5854614949154477,13.649370964117796
5861,25753.0,4.860384659139892,24.546904929982542,57,1.0,1.0,84.52355619814483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.139795825126018,14.139614478475016
5862,71280.0,6.038699789854245,25.172092285921014,88,3.0,1.0,32.85957354472466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.80103272506007,16.97764606981149
5863,38297.0,5.953034575410875,32.822420788393444,91,3.0,1.0,83.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.331391018705302,14.484071457780416
5864,225629.0,6.75935698365069,28.739768632485625,53,16.0,1.0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.583478376060801,16.777132585653675
5870,677618.0,1.7792022240281502,125.36076629695052,7,19.0,1.0,85.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.02280574052872,17.172988975160134
5887,66720.0,6.121362436983764,222.52719796740877,22,3.0,1.0,80.83015225347845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.8630576566494503,13.349626431901752
5888,35400.0,4.1639225528238235,265.29747588501266,66,1.0,1.0,41.67944068609589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.131158535344817,15.081298475190843
5899,15006.0,12.382213336841716,102.27778055626901,78,2.0,1.0,59.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.996088380545814,14.015659344528395
5902,16478.5,1.1396910486092768,63.83244785352564,92,2.0,1.0,50.32803505414201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.506509399164121,14.787298057241607
5904,22540.0,1.125886388498403,60.34355429267196,106,2.0,0.5,78.15118613122989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.355676866360346,13.588752356667026
5907,48783.0,1.021703139898373,65.02190769480602,112,3.0,1.0,50.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.8596961185309695,15.137279864522586
5915,30408.0,3.4230063896962295,114.69272440946354,36,3.0,1.0,60.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.315007612992603,14.188958888817156
5919,35600.0,3.4815055904866363,110.49029192032766,96,3.0,1.0,88.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5282704642256313,14.189644944909366
5921,39929.0,8.089338809077638,226.1812750140497,52,2.0,1.0,82.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.865874349402166,14.407204025808184
5923,25481.0,5.671556635986174,136.9949168483997,56,2.0,1.0,93.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.53921867955953,13.628202790658394
5924,141297.0,10.558773929371444,-47.411752178246495,49,1.0,1.0,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.562472341882306,16.76965517937367
5933,37484.0,1.9956021886969435,93.19417434116647,104,2.0,1.0,76.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.584213141885586,14.539343575326564
5943,41704.0,13.880754382247146,96.85978056320378,26,4.0,1.0,78.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0523934582754215,14.476557752708958
