,c_TotalGFA_mean,distanceCenter,angleCenter,BuildingAge,NumberofFloors,NumberofBuildings_mean,ENERGYSTARScore_mean,c_PropertyType_<K-12 School>,c_PropertyType_<Retail Store>,c_PropertyType_<Small- and Mid-Sized Office>,c_PropertyType_<Entertainment/Public Assembly>,c_PropertyType_<Large Office>,c_PropertyType_<Warehouse>,c_PropertyType_<Medical Office>,c_PropertyType_<Other>,c_PropertyType_<Mixed Use Property>,c_PropertyType_<Worship Facility>,c_PropertyType_<Restaurant>,c_PropertyType_<Hospital>,c_PropertyType_<Hotel>,c_PropertyType_<University>,c_PropertyType_<Self-Storage Facility>,c_PropertyType_<Office>,c_PropertyType_<Senior Care Community>,c_PropertyType_<Distribution Center>,c_PropertyType_<Parking>,c_PropertyType_<Data Center>,c_PropertyType_<Laboratory>,c_PropertyType_<Supermarket/Grocery Store>,c_PropertyType_<Refrigerated Warehouse>,c_PropertyType_<Manufacturing/Industrial Plant>,c_MainEnergy_<NaturalGas(kBtu)>,c_MainEnergy_<Electricity(kBtu)>,c_MainEnergy_<SteamUse(kBtu)>,GHGEmissions_mean,SiteEnergyUse_comp_mean
3797,66099.0,0.39308218110405935,-79.07468251551958,107,6.0,1.0,83.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1110678722338956,14.984781197105598
3798,65340.0,0.7062550033131448,269.2783152332658,110,3.0,1.0,62.45705992303924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5645646680934537,14.438070561092394
3799,56700.0,1.3061250728917198,-86.24140878680912,106,3.0,1.0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.420182681573236,14.667048132334788
3800,81754.0,1.3155276278824428,-74.50829347564826,94,1.0,1.0,84.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.217520437749928,14.570462134721332
3801,76104.0,2.8570689844639006,266.6755725846273,63,2.0,1.0,61.040341106867785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.756001075690675,15.116366304654852
3802,98778.0,3.16795450737231,268.551870487306,54,2.0,1.0,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.263524590592881,14.94020782276792
3804,104869.0,2.423749209518978,259.7732089640239,116,4.0,1.0,82.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3719402005950374,15.245653488901256
3806,58470.0,1.2127895668927278,249.27364439514193,112,4.0,1.0,76.37687276110636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7184382563554808,14.375154631213949
3808,53270.0,1.3426521995275162,251.20642266513715,109,4.0,1.0,56.01719017784317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.9892432737616872,13.863070441839643
3809,53636.0,0.9976620560101946,243.8090710660825,112,4.0,1.0,32.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.670723816727531,15.447405806129996
3810,76280.5,1.0553906475404435,246.00318713159993,107,6.0,1.0,79.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.022617602335373,14.895318990398293
3811,184322.0,0.9521227580036192,234.84736346559626,112,7.0,1.0,78.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.24642166510245,16.120151935355715
3812,285914.0,0.9829869311156503,236.726974675759,7,7.0,1.0,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.259134652672774,17.111372201439416
3813,63000.0,1.554619927926435,248.8698074321042,102,2.0,1.0,51.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.202191854450653,15.617556275216366
3814,269792.0,1.8752411725104907,249.73940191591515,7,6.0,1.0,3.1257359027828926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.111711212202338,17.98266608790289
3815,144050.0,2.441110879837953,257.23680061505195,90,7.0,1.0,21.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.57779898919196,15.233610588432114
3816,60384.0,2.5633399179471037,257.90576369271537,86,3.0,1.0,17.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9200903765059048,15.429298794003827
3817,1502329.0,2.6572549230316564,256.6447093841464,104,6.0,0.5,78.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.782090009983946,18.148911009398116
3818,107704.0,3.030792042343242,257.7999755133425,23,1.0,1.0,57.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.570061008874523,15.778237368147579
3819,99084.0,3.8440981946120423,260.54339957738284,90,1.0,1.0,73.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.859149515821078,14.401930734090177
3820,72719.0,4.94784826264013,239.40127263342092,63,1.0,1.0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.7057365711803594,14.735002360939136
3821,76624.0,1.116612186694331,-75.28360502147243,86,4.0,0.5,91.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4370470345558526,14.815065387873345
3822,91706.0,6.463230588911769,76.49905241776865,15,6.0,1.0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.035213615983344,15.908925884944043
3824,125777.5,5.630974522462832,227.25748307695355,25,5.0,1.0,43.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.030161533445187,15.903916982231305
3825,56576.0,4.330357670549565,-80.60080601568276,43,1.0,1.0,68.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.160990236751815,14.647199371407138
3827,200184.0,0.9246514464779138,34.65898443404048,12,0.0,1.0,57.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.474330414476904,16.788978638553683
3828,793059.0,1.6449644727228767,120.32808542625335,10,0.0,0.5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.886230269236544,17.60407252836382
3829,312512.0,0.8271224061020177,-73.19968039063748,16,11.0,1.0,69.46489781258435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.240741218410441,17.07478353832141
3830,1567530.0,0.9214659969526007,163.60538734393435,11,42.0,1.0,96.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.196433944443282,17.863311747979115
3831,73583.0,0.9437238676649691,137.72676510962137,90,6.0,1.0,73.29233921815714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8769487375640237,14.75049722654705
3832,197408.0,1.0090697963215276,33.12444812397588,31,10.0,1.0,47.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.3607990864193305,16.681337522769574
3833,104119.5,2.075429225857647,4.390935925014203,29,7.0,1.0,61.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.716980884224811,15.590766506853214
3834,109758.0,8.502129893827233,243.6397049950012,11,1.0,0.5,79.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.4937915980047025,15.487765886283645
3835,287635.0,0.2505338170415803,63.08239885301695,8,9.0,1.0,59.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.842216642471293,16.48882171886413
3836,239898.0,0.6856297661275736,37.68020336360243,43,19.0,1.0,51.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.844543917364444,16.520162667086023
3837,143562.0,0.6627213989920382,194.8849732012103,116,6.0,1.0,93.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.643997083920163,15.926339977499723
3838,56500.0,0.6116406393227023,214.18986171929663,116,6.0,1.0,50.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.12060125559986,14.99449273154684
3839,72000.0,1.2015307273798264,-61.77717417442148,91,4.0,1.0,91.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1027913458473986,14.7540200156244
3840,183000.0,3.385867953325854,111.09627701533826,16,4.0,1.0,93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.564590928570591,15.438309611482701
3842,107427.0,6.0277430303324,-40.841699435460605,22,1.0,2.0,32.60132523696828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.288620351709295,16.855169593256797
3844,335061.5,1.314242097033796,116.15530705259262,8,14.0,1.0,83.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.812062396716251,16.635075269991933
3846,81385.0,3.5733259157908845,142.1936643544301,22,2.0,2.0,25.919293991724274,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.64052313501701,16.40199561775674
3847,484770.5,0.7880129641818197,114.68818083543245,15,23.0,1.0,91.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.683056724645162,16.55677007453529
3849,275892.0,2.2780210770340443,159.18798032081457,33,6.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.636269503841639,15.509973576056518
3850,98668.0,3.987849403917399,146.28024508512624,34,5.0,1.0,90.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.465267042902101,15.339089665306135
3851,141396.0,3.3447985487280927,-72.39088017995081,9,1.0,1.0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.46585064573868,15.91535001540722
3852,105100.0,7.335114556436229,128.1733738560901,38,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.870327455388976,16.904530376265633
3855,39879.0,5.873127295155453,149.88739288224212,79,2.0,1.0,57.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9607179269669044,14.593371060339923
3856,137611.0,4.368318246620315,152.79704359809065,16,4.0,1.0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.129069969241354,17.00277574982515
3857,128748.5,4.237374621709281,153.0194038582481,16,4.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.2171073111224935,17.09082287726241
3858,20565.0,2.511823399173544,151.38366994780816,91,3.0,1.0,63.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7457155307266483,13.619610022731399
3859,152616.0,4.142781580407035,153.38818182125868,16,5.0,1.0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9899095440852173,15.863680706756007
3860,183964.0,3.981670009187381,153.5508726338347,8,5.0,1.0,54.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.652816839455444,16.52654360595216
3861,188826.0,3.64992566229139,155.0447950281689,30,5.0,1.0,95.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.843753921790179,15.51742983469241
3862,280902.0,3.4873729658156813,155.37325211112875,30,7.0,1.0,64.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.493623911243179,16.36735109988418
3863,185777.0,2.8404822276461017,159.5169339659312,23,3.0,1.0,77.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.230985697912959,16.104709352924882
3864,138935.0,2.428891442047494,159.0534480314357,16,5.0,1.0,98.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.789822358120328,16.66355768832282
3865,95330.0,1.1944558864885708,169.43801171525317,104,5.0,1.0,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.1701959049483004,14.043823126859058
3866,91035.0,1.0796451404164717,174.2130743838862,98,6.0,1.0,75.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9815490680767565,15.385916123503055
3867,131429.5,0.8427021868148036,182.73026661818048,111,6.0,1.0,72.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8328715671227083,15.70661629345491
3869,81204.0,0.757877742532037,204.54205079178215,106,6.0,1.0,89.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.248852321146172,14.979772156865259
3870,160447.0,2.543017083791885,-75.69700927902088,31,2.0,1.0,51.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.887638691386985,15.960052045184753
3871,168246.0,2.1659567283981103,-66.77939448592326,65,2.0,1.0,68.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.88778946409741,16.088491335681073
3872,110612.0,2.094413695999947,-75.20456954002938,56,1.0,1.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.960798761549064,13.83458743176901
3873,149881.0,2.2340055932552714,-76.44170598893983,65,4.0,1.0,93.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.487399650253583,14.766211798640123
3874,129420.0,2.78136029181119,-80.10122514773266,65,3.0,1.0,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.410978456623649,15.691324906100947
3875,81487.0,2.7812389736822056,-74.48631158988503,46,1.0,1.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0084016766546537,14.882101595049503
3877,56876.0,2.8572607349157497,-87.01076838575368,88,2.0,1.0,54.19097053053434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.9163137868453024,14.509178602850842
3878,61200.0,2.5219769306099766,-87.06833728207594,85,2.0,1.0,13.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.234551879875649,15.460403834282387
3880,65700.0,1.5949698919952282,-83.83669416894827,30,2.0,3.0,39.84040403619194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.10230248262208,15.769642245928607
3881,101807.0,1.197167881044968,-82.36737631359304,86,2.0,2.0,47.0730816919767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.236519260040796,15.110267314162023
3882,227920.0,10.18589032817778,108.42327909787336,46,1.0,1.0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.684412753642573,16.648005408671835
3883,70074.0,8.22957402231025,128.1029186733876,15,4.0,1.0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.499533282383017,15.373260887763113
3884,56259.0,8.545917046148091,135.21665902841283,42,3.0,0.5,54.33547380488997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.414554326369317,14.63767520871248
3885,143439.0,5.6644321196728775,80.40620970359234,10,6.0,1.0,22.824486789925047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.585260895411588,17.05360827290598
3886,143572.0,5.30962886614555,112.67755224340536,8,4.0,1.0,73.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.120012308970678,15.993733633684093
3888,107357.5,2.9109206745487404,118.02459401727997,18,5.0,1.0,52.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9305503100420296,15.804220173623929
3889,239657.0,2.6533458677485218,87.47801041135023,8,5.0,1.0,85.05720394224178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.709333704694526,16.83678946956896
3890,97365.0,2.8789256418998637,83.59113673496384,17,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.052154279652244,17.422556809716983
3891,246507.0,3.780154278111448,149.62734166930616,16,7.0,1.0,88.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.182965753875629,15.945198464942601
3892,104239.0,3.3619891179175783,151.4955583667929,42,5.0,1.0,84.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.135566476763683,15.363896451010609
3893,139570.0,3.0674524396825755,159.50424128417427,114,3.0,1.0,51.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5663960418559935,16.309425469585197
3894,150561.0,2.4298856709400587,145.87579369972372,41,8.0,1.0,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.680880445222567,16.036459745652497
3895,274362.0,1.3278092552820573,110.02983875450023,63,7.0,1.0,82.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.995995317356741,16.621325378812667
3896,341839.0,1.7908664980875484,137.26708350064706,33,15.0,1.0,84.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.4919085156002225,16.686923873806276
3897,174959.0,1.5426063036068856,135.35336670678856,53,11.0,1.0,86.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.813249546856819,16.19466644234581
3898,429406.0,1.4321106279952207,133.65037381912256,35,33.0,1.0,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7.579367232160849,19.44951615388014
3899,2000305.0,0.11563422340122763,210.0660732611175,31,76.0,1.0,85.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.755489488301364,18.356150068117355
3900,416041.0,1.158014209548482,118.88093409683371,35,19.0,1.0,90.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.696472344394877,16.570174747558518
3901,330714.0,1.1700872637361375,131.84515713518135,91,18.0,1.0,67.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.3892418462622365,16.936453646130076
3902,78920.0,0.9563317128773601,125.8745575736026,87,4.0,1.0,73.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.841743157613962,16.057169583711776
3903,131122.0,1.729703120544516,159.49482418690192,37,7.0,1.0,93.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.493512104445209,15.623311833287561
3904,741684.0,1.0632545927237946,125.0396357686238,17,0.0,1.0,51.686992308014624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.798910819747778,17.672614440468063
3905,45820.0,1.5575727178342464,45.488805685227554,108,4.0,1.0,66.58048992252682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.982235819574558,15.0800112264846
3907,45000.0,0.9563403751967984,148.45927195198726,76,3.0,1.0,55.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3228754148866857,14.749089189227732
3908,73563.0,0.9571688802295637,150.88009975166878,92,3.0,1.0,39.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.141387168555412,15.886572463354144
3909,51957.0,1.2728075845834896,166.92772178796633,107,6.0,1.0,61.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.955430976780465,14.8292092677249
3910,446196.0,0.624112875040665,152.531002446777,46,29.0,1.0,46.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.787112082243206,17.353011197497203
3911,202170.0,0.6899109004670267,154.93010809442114,87,27.0,1.0,62.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.46103058062267,16.603363745701536
3912,164385.0,0.6989085532866032,158.05470812705178,95,13.0,1.0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8877140805837485,16.761421164282417
3913,216094.0,0.5425638031241327,171.05118125525934,18,13.0,1.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.778535084739154,16.65223801440623
3915,50250.0,0.4150774355192901,202.043679520843,95,3.0,1.0,88.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.624668592163159,14.498477848824436
3916,94947.0,0.47858328721851207,208.0059258836489,105,17.0,1.0,63.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.112499705497373,15.729215102495942
3917,1293453.0,0.0902777495960916,124.51215758432748,35,42.0,1.0,94.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.603520052717807,17.501881530968582
3919,148873.0,0.9338008065038904,10.768021201936158,28,5.0,1.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.508769411701737,15.964674388374943
3920,60122.0,1.7106844229509226,16.38176400541729,100,2.0,1.0,89.97487618356394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.884034745337226,13.34011723035327
3921,92955.0,0.8856061347226829,240.92792746292287,106,6.0,1.0,83.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5677000322622194,15.221779345347548
3922,204993.0,0.24795274389459696,-75.72071520082343,45,9.0,1.0,76.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.9730204965283855,16.533826518714612
3923,389555.0,0.7082912676017543,260.4208564347359,18,8.0,1.0,96.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5632538428868,16.436977944776196
3924,58500.0,1.4685581822093634,249.01388145573856,77,2.0,1.0,66.67113230071361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.007969346475355,14.33474175570422
3925,59881.0,1.7743806898961947,255.96462736798782,109,6.0,1.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4106525404329107,15.284350108321764
3926,77800.0,2.3048158688225877,-81.90156205643403,56,1.0,1.0,82.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.250992122247946,14.653172066059025
3927,99122.0,2.543017083791885,-75.69700927902088,72,4.0,1.0,26.909799337871206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.187665096444442,16.483529528199114
3928,77000.0,2.5578681174300986,-78.61728465754516,31,1.0,1.0,47.414693505855126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.295515132725903,15.592392232973394
3930,152511.0,4.698902098358792,-84.32326977188963,46,1.0,1.0,57.650846817326496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8495091000389037,15.723276671184063
3931,101780.0,5.354046596090514,267.6908892684327,66,1.0,1.0,94.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.962215061493703,15.635128517408402
3932,141917.0,5.862965651849516,-87.608672660587,43,2.0,1.0,70.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.055517105066875,15.693297100469517
3933,56900.0,6.236667756262421,-84.51618177797161,50,1.0,1.0,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.570319527636131,14.443804234451399
3934,247310.0,6.458157919167704,-89.0134470381314,41,5.0,1.0,60.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.345686767894989,16.219438009625073
3936,55450.0,7.6557625120708535,267.43601884882577,47,1.0,1.0,29.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.825870755651161,15.27334062150115
3937,55000.0,8.84836131162946,269.4095728827118,37,1.0,1.0,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.428910220572732,14.784188215992696
3938,99471.0,10.185990168213765,244.7332279757526,24,1.0,1.0,80.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.054684076930937,15.805371629905448
